trial_id,corner,raw_library_ids,raw_library_valid,frontier,closure,passive_value,research_option_premium,total_value,shared_catalog,shared_closure,raw_compressed_value_gate
44,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;5//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,10215//16384,624245//49152,true,true,true
45,L00,base_1;base_2;base_3;inactive,true,25//4;25//4;25//4,core_a;core_b;core_c,4375//256,0//1,4375//256,true,true,true
45,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;25//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//256,61909//16384,341909//16384,true,true,true
45,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;8//1;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
45,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;8//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,11881//4096,265243//12288,true,true,true
46,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;15//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
46,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,13661//16384,589783//49152,true,true,true
46,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;5//1;15//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
46,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;5//1;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,2735//4096,153805//12288,true,true,true
47,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
47,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;23//4,core_a;core_b;core_c;expansion,12425//768,18585//32768,1646155//98304,true,true,true
47,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;23//4;23//4,core_a;core_b;core_c,13475//768,0//1,13475//768,true,true,true
47,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;23//4;23//4,core_a;core_b;core_c;expansion,13475//768,2097//8192,437491//24576,true,true,true
48,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
48,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
48,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;15//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
48,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;15//4,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
49,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
49,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c;expansion,525//32,0//1,525//32,true,true,true
49,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;31//4;25//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
49,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;31//4;25//4,core_a;core_b;core_c;expansion,13825//768,0//1,13825//768,true,true,true
50,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
50,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,39543//32768,1709029//98304,true,true,true
50,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;31//4;23//4,core_a;core_b;core_c,13475//768,0//1,13475//768,true,true,true
50,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;31//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,13475//768,14343//16384,905429//49152,true,true,true
51,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
51,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c;expansion,8575//768,0//1,8575//768,true,true,true
51,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
51,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c;expansion,2275//192,0//1,2275//192,true,true,true
52,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
52,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
52,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;17//4;15//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
52,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;17//4;15//4,core_a;core_b;core_c;expansion,2275//192,0//1,2275//192,true,true,true
53,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
53,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,0//1,12775//768,true,true,true
53,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;25//4;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
53,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;25//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,0//1,7175//384,true,true,true
54,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;25//4,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
54,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;25//4,core_a;core_b;core_c;expansion,6475//384,26037//16384,906911//49152,true,true,true
54,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;8//1;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
54,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;8//1;25//4,core_a;core_b;core_c;expansion,7175//384,10247//16384,949141//49152,true,true,true
55,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;6//1,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
55,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,112105//65536,1187305//65536,true,true,true
55,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;6//1;33//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
55,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;6//1;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,77//128,4879//256,true,true,true
56,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
56,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,29029//16384,647087//49152,true,true,true
56,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;5//1;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
56,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;5//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,1429//1024,41387//3072,true,true,true
57,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
57,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;25//4,core_a;core_b;core_c;expansion,525//32,871//256,5071//256,true,true,true
57,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;23//4;33//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
57,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;23//4;33//4,core_a;core_b;core_c;expansion,875//48,4913//2048,126739//6144,true,true,true
58,L00,base_1;base_2;base_3;inactive,true,4//1;15//4;17//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
58,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;15//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,175//16,25817//8192,115417//8192,true,true,true
58,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;21//4;17//4,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
58,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;21//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,1575//128,4913//2048,30113//2048,true,true,true
59,L00,base_1;base_2;base_3;inactive,true,15//4;17//4;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
59,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;17//4;4//1,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
59,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;17//4;4//1,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
59,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;17//4;4//1,core_a;core_b;core_c;expansion,1575//128,0//1,1575//128,true,true,true
60,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;4//1,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
60,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,0//1,8575//768,true,true,true
60,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;5//1;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
60,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;5//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,0//1,9275//768,true,true,true
61,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
61,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;25//4,core_a;core_b;core_c;expansion,12775//768,0//1,12775//768,true,true,true
61,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;25//4;31//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
61,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;25//4;31//4,core_a;core_b;core_c;expansion,13825//768,0//1,13825//768,true,true,true
62,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
62,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,5989//4096,222367//12288,true,true,true
62,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;6//1;25//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
62,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,135707//196608,3719707//196608,true,true,true
63,L00,base_1;base_2;base_3;inactive,true,17//4;15//4;15//4,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
63,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;15//4;15//4,core_a;core_b;core_c;expansion,8225//768,25817//8192,340651//24576,true,true,true
63,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;15//4;15//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
63,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;15//4;15//4,core_a;core_b;core_c;expansion,8575//768,11881//4096,172843//12288,true,true,true
64,L00,base_1;base_2;base_3;inactive,true,25//4;25//4;6//1,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
64,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;25//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6475//384,325//1024,52775//3072,true,true,true
64,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;8//1;6//1,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
64,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;8//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,17//128,4759//256,true,true,true
65,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;4//1,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
65,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,0//1,8575//768,true,true,true
65,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;21//4,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
65,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;21//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,1575//128,0//1,1575//128,true,true,true
66,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
66,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
66,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;25//4;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
66,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;25//4;8//1,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
67,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
67,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,0//1,12425//768,true,true,true
67,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;23//4;8//1,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
67,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;23//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,0//1,2275//128,true,true,true
68,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
68,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c;expansion,4025//384,0//1,4025//384,true,true,true
68,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;15//4;21//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
68,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;15//4;21//4,core_a;core_b;core_c;expansion,2975//256,0//1,2975//256,true,true,true
69,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
69,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,0//1,8225//768,true,true,true
69,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;21//4;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
69,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;21//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,0//1,2275//192,true,true,true
70,L00,base_1;base_2;base_3;inactive,true,17//4;15//4;15//4,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
70,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;15//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,0//1,8225//768,true,true,true
70,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;15//4;15//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
70,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;15//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2975//256,0//1,2975//256,true,true,true
71,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
71,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c;expansion,12425//768,871//256,7519//384,true,true,true
71,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;23//4;25//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
71,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;23//4;25//4,core_a;core_b;core_c;expansion,13825//768,4913//2048,125339//6144,true,true,true
72,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;17//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
72,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;17//4,core_a;core_b;core_c;expansion,2975//256,0//1,2975//256,true,true,true
72,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;5//1;17//4,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
72,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;5//1;17//4,core_a;core_b;core_c;expansion,1575//128,0//1,1575//128,true,true,true
73,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
73,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,0//1,12775//768,true,true,true
73,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;25//4;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
73,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;25//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,0//1,875//48,true,true,true
74,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
74,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;25//4,core_a;core_b;core_c;expansion,12775//768,379//1024,52237//3072,true,true,true
74,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;25//4;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
74,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;25//4;25//4,core_a;core_b;core_c;expansion,7175//384,17//128,3613//192,true,true,true
75,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;15//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
75,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,0//1,8575//768,true,true,true
75,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;17//4;15//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
75,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;17//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,0//1,2275//192,true,true,true
76,L00,base_1;base_2;base_3;inactive,true,25//4;25//4;23//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
76,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;25//4;23//4,core_a;core_b;core_c;expansion,12775//768,0//1,12775//768,true,true,true
76,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
