trial_id,lambda_id,lambda,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,operational_values,generative_values,total_values,optimizer_count,enumeration_certificate
30,L0,0//1,181243//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2275//192,11881//4096,181243//12288,4,complete-enumeration:32
30,L025,1//4,165883//12288,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,11881//4096,181243//12288,1,complete-enumeration:32
30,L050,1//2,611563//49152,9,base_1;closure_carrier;inactive,4//1,8575//768,53689//16384,709867//49152,1,complete-enumeration:32
30,L100,1//1,532201//49152,24,closure_carrier;frontier_addition;inactive,3//1,7525//768,66019//16384,679657//49152,1,complete-enumeration:32
30,L200,2//1,384745//49152,24,closure_carrier;frontier_addition;inactive,3//1,7525//768,66019//16384,679657//49152,1,complete-enumeration:32
30,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
31,L0,0//1,87481//4096,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,4725//256,11881//4096,87481//4096,2,complete-enumeration:32
31,L025,1//4,79289//4096,29,base_1;base_3;closure_carrier;frontier_addition;inactive,8//1,4725//256,11881//4096,87481//4096,1,complete-enumeration:32
31,L050,1//2,71097//4096,29,base_1;base_3;closure_carrier;frontier_addition;inactive,8//1,4725//256,11881//4096,87481//4096,1,complete-enumeration:32
31,L100,1//1,168575//12288,28,base_3;closure_carrier;frontier_addition;inactive,6//1,11375//768,20101//4096,242303//12288,1,complete-enumeration:32
31,L200,2//1,113789//12288,24,closure_carrier;frontier_addition;inactive,4//1,7175//768,32431//4096,212093//12288,1,complete-enumeration:32
31,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
32,L0,0//1,9625//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,9625//768,0//1,9625//768,8,complete-enumeration:32
32,L025,1//4,9049//768,17,base_1;frontier_addition;inactive,3//1,9625//768,0//1,9625//768,1,complete-enumeration:32
32,L050,1//2,8473//768,17,base_1;frontier_addition;inactive,3//1,9625//768,0//1,9625//768,1,complete-enumeration:32
32,L100,1//1,7321//768,17,base_1;frontier_addition;inactive,3//1,9625//768,0//1,9625//768,1,complete-enumeration:32
32,L200,2//1,3257//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
32,L400,4//1,2489//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
33,L0,0//1,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,13825//768,0//1,13825//768,4,complete-enumeration:32
33,L025,1//4,12865//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
33,L050,1//2,11905//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
33,L100,1//1,9985//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
33,L200,2//1,6767//768,17,base_1;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,1,complete-enumeration:32
33,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
34,L0,0//1,10493//768,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,9275//768,203//128,10493//768,4,complete-enumeration:32
34,L025,1//4,387717//32768,24,closure_carrier;frontier_addition;inactive,4//1,2625//256,84485//32768,420485//32768,1,complete-enumeration:32
34,L050,1//2,354949//32768,24,closure_carrier;frontier_addition;inactive,4//1,2625//256,84485//32768,420485//32768,1,complete-enumeration:32
34,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
34,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
34,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
35,L0,0//1,875//48,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,875//48,0//1,875//48,4,complete-enumeration:32
35,L025,1//4,767//48,22,base_2;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
35,L050,1//2,659//48,22,base_2;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
35,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
35,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
35,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
36,L0,0//1,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,9275//768,0//1,9275//768,8,complete-enumeration:32
36,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
36,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
36,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
36,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
36,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
37,L0,0//1,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,13825//768,0//1,13825//768,4,complete-enumeration:32
37,L025,1//4,12097//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
37,L050,1//2,10369//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
37,L100,1//1,2395//256,17,base_1;frontier_addition;inactive,5//1,3675//256,0//1,3675//256,1,complete-enumeration:32
37,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
37,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
38,L0,0//1,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,13825//768,0//1,13825//768,4,complete-enumeration:32
38,L025,1//4,12097//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
38,L050,1//2,10369//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
38,L100,1//1,115//12,17,base_1;frontier_addition;inactive,5//1,175//12,0//1,175//12,1,complete-enumeration:32
38,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
38,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
39,L0,0//1,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,875//48,0//1,875//48,4,complete-enumeration:32
39,L025,1//4,815//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
39,L050,1//2,755//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
39,L100,1//1,635//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
39,L200,2//1,6767//768,17,base_1;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,1,complete-enumeration:32
39,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
40,L0,0//1,62281//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,1575//128,11881//4096,62281//4096,4,complete-enumeration:32
40,L025,1//4,56137//4096,25,base_1;closure_carrier;frontier_addition;inactive,6//1,1575//128,11881//4096,62281//4096,1,complete-enumeration:32
40,L050,1//2,203129//16384,9,base_1;closure_carrier;inactive,5//1,2975//256,53689//16384,244089//16384,1,complete-enumeration:32
40,L100,1//1,168483//16384,24,closure_carrier;frontier_addition;inactive,4//1,2625//256,66019//16384,234019//16384,1,complete-enumeration:32
40,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
40,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
41,L0,0//1,13825//768,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,13825//768,0//1,13825//768,4,complete-enumeration:32
41,L025,1//4,12865//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
41,L050,1//2,11905//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
41,L100,1//1,9985//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
41,L200,2//1,103//12,17;20,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,175//12,0//1,175//12,2,complete-enumeration:32
41,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
42,L0,0//1,198799//16384,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,2275//192,13997//49152,198799//16384,4,complete-enumeration:32
42,L025,1//4,2035//192,17,base_1;frontier_addition;inactive,5//1,2275//192,0//1,2275//192,1,complete-enumeration:32
42,L050,1//2,2497//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
42,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
42,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
42,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
43,L0,0//1,156605//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,9275//768,2735//4096,156605//12288,4,complete-enumeration:32
43,L025,1//4,135101//12288,25,base_1;closure_carrier;frontier_addition;inactive,7//1,9275//768,2735//4096,156605//12288,1,complete-enumeration:32
43,L050,1//2,646597//65536,24,closure_carrier;frontier_addition;inactive,3//1,2625//256,72901//65536,744901//65536,1,complete-enumeration:32
43,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
43,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
43,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
44,L0,0//1,624245//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,9275//768,10215//16384,624245//49152,4,complete-enumeration:32
44,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
44,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
44,L100,1//1,6971//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
44,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
44,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
45,L0,0//1,265243//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,7175//384,11881//4096,265243//12288,2,complete-enumeration:32
45,L025,1//4,228379//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,7175//384,11881//4096,265243//12288,1,complete-enumeration:32
45,L050,1//2,778769//49152,25,base_1;closure_carrier;frontier_addition;inactive,8//1,11375//768,82459//16384,975377//49152,1,complete-enumeration:32
45,L100,1//1,657929//49152,24,closure_carrier;frontier_addition;inactive,4//1,7175//768,131779//16384,854537//49152,1,complete-enumeration:32
45,L200,2//1,461321//49152,24,closure_carrier;frontier_addition;inactive,4//1,7175//768,131779//16384,854537//49152,1,complete-enumeration:32
45,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
46,L0,0//1,153805//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,2275//192,2735//4096,153805//12288,4,complete-enumeration:32
46,L025,1//4,2035//192,17,base_1;frontier_addition;inactive,5//1,2275//192,0//1,2275//192,1,complete-enumeration:32
46,L050,1//2,2497//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
46,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
46,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
46,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
47,L0,0//1,437491//24576,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,13475//768,2097//8192,437491//24576,2,complete-enumeration:32
47,L025,1//4,12515//768,22,base_2;base_3;frontier_addition;inactive,5//1,13475//768,0//1,13475//768,1,complete-enumeration:32
47,L050,1//2,11555//768,22,base_2;base_3;frontier_addition;inactive,5//1,13475//768,0//1,13475//768,1,complete-enumeration:32
47,L100,1//1,9635//768,22,base_2;base_3;frontier_addition;inactive,5//1,13475//768,0//1,13475//768,1,complete-enumeration:32
47,L200,2//1,2139//256,20,base_3;frontier_addition;inactive,3//1,3675//256,0//1,3675//256,1,complete-enumeration:32
47,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
48,L0,0//1,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,4375//384,0//1,4375//384,8,complete-enumeration:32
48,L025,1//4,4087//384,17,base_1;frontier_addition;inactive,3//1,4375//384,0//1,4375//384,1,complete-enumeration:32
48,L050,1//2,159//16,1,base_1;inactive,2//1,175//16,0//1,175//16,1,complete-enumeration:32
48,L100,1//1,143//16,1,base_1;inactive,2//1,175//16,0//1,175//16,1,complete-enumeration:32
48,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
48,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
49,L0,0//1,13825//768,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,13825//768,0//1,13825//768,4,complete-enumeration:32
