trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed,trial_seed_draw,arithmetic,theorem_evidence,horizon,discount_factor,source_library_ids,source_size,source_closure_size,source_passive_value,source_research_option_premium,source_total_value,realized_frontier_supplier_fraction,realized_module_overlap,descendant_quality,frontier_only_signed_total_dynamic_loss,innovation_safe_signed_total_dynamic_loss,silent_generative_asset_count,active_asset_count,frontier_closure_J,interaction_sign,frontier_only_compression_ratio,innovation_safe_compression_ratio,four_raw_witnesses,all_compressed_states_have_raw_witnesses,raw_compressed_value_comparisons,raw_compressed_values_agree,rectangle_consistency,project_laws_follow_actual_state,frontier_density_gate,module_overlap_gate,frontier_independent_availability,frontier_independent_cost,frontier_independent_generation,frontier_independent_verification,frontier_independent_completion,frontier_independent_primitives,frontier_independent_menus,poor_to_rich_menu_inclusion,antitone_recursive_descendant_gap,nonnegative_rich_exposure,zero_poor_exposure,common_gap_action_value_identities,minimum_rich_exposure,maximum_poor_exposure,computed_primitive_predicate,primitive_interaction_sign_gate,frontier_only_passive_zero_gate,innovation_safe_exact_zero_gate,all_decompositions_exact,all_exact_outputs_rational,all_hard_gates_pass
50,1,50,C070,70,1,primitive_eligible,none,dense,low,strong,low,short,low,high,5893913516680773096,3154462454563755163,239619925757988047,8901373623729989479,2786654828121476905,12052176044418129887,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13475//768,14343//16384,905429//49152,3//4,0//1,13//3,14343//16384,0//1,1,5,-10857//32768,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
51,1,51,C027,27,1,primitive_eligible,none,sparse,high,weak,high,long,low,low,6371939701602184662,8968497603924265295,3728636697323553231,7339473585514164012,2495868241196608612,8304428063693986279,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,1//1,7//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
52,1,52,C019,19,1,primitive_eligible,none,sparse,high,weak,low,long,low,low,6390767217201554664,334216582422376895,4781017699188466239,8240799737256156580,6330840078700463742,17242051704025322161,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
53,1,53,C096,96,1,primitive_eligible,none,dense,high,strong,high,long,low,high,6477834576212567199,3954086254696776333,1764377995307826383,211461450192740771,4387430804911840034,640969979632880819,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,7175//384,0//1,7175//384,3//4,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
54,1,54,C044,44,1,primitive_eligible,none,dense,high,weak,high,short,high,low,6620071164004900504,4582915721116994119,6800552165151066488,2213161976685214207,15714262582358314,12635988185176427939,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,7175//384,10247//16384,949141//49152,3//4,1//1,4//1,10247//16384,0//1,1,5,-7895//8192,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
55,1,55,C110,110,1,primitive_eligible,none,dense,low,strong,high,short,high,high,6677643954462214266,2969164323265003305,6837193168654643614,3752383788763627658,2337266233174547546,1714874005451185516,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,77//128,4879//256,3//4,0//1,5//1,77//128,0//1,1,5,-72681//65536,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
56,1,56,C103,103,1,primitive_eligible,none,sparse,high,strong,low,short,high,high,6753384929843896474,6310568785700699891,4812267623329804727,3743348851853297843,7248355615349156748,12872583100590738427,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,1429//1024,41387//3072,1//2,1//1,11//3,1429//1024,0//1,1,5,-6165//16384,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
57,1,57,C034,34,1,primitive_eligible,none,dense,low,weak,low,short,high,low,6823227326429612153,4330707489874739652,7650881264919517528,5356132138283104526,5682819427944507214,16620509973964800192,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,4913//2048,126739//6144,3//4,0//1,10//3,4913//2048,0//1,1,5,-2055//2048,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
58,1,58,C039,39,1,primitive_eligible,none,sparse,high,strong,low,short,high,low,7221569523830845592,6750413870748005066,1074530641342899055,4471899695835163318,9219615100530953539,7127472109324709589,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,4913//2048,30113//2048,1//2,1//1,14//3,4913//2048,0//1,1,5,-6165//8192,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
59,1,59,C011,11,1,primitive_eligible,none,sparse,high,weak,high,short,low,low,7556086156982548350,4321322543005843982,3975518204729203235,5680441248428090333,2094894729014080556,13364516128522913589,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,0//1,1575//128,1//2,1//1,6//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
60,1,60,C087,87,1,primitive_eligible,none,sparse,high,strong,low,long,low,high,7907914326688209325,2775667502888471273,5869839499344066794,7860609890253010868,3249246907906345664,2121058055147648800,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
61,1,61,C058,58,1,primitive_eligible,none,dense,low,weak,high,long,high,low,7928931022746180598,6608774007768920530,3298497501720112230,3348813943529846798,2132328502408370987,2456615549097928471,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,0//1,13825//768,3//4,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
62,1,62,C112,112,1,primitive_eligible,none,dense,high,strong,high,short,high,high,8064564805190561330,9190499088476902628,8219098494589945635,5816077112457941366,1397831786993990661,4749922858923431217,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,135707//196608,3719707//196608,3//4,1//1,13//3,135707//196608,0//1,1,5,-151765//196608,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
63,1,63,C035,35,1,primitive_eligible,none,sparse,high,weak,low,short,high,low,8084398875522728057,8522459951278829163,2933153027917927809,2243141876853650294,8474752340692564042,6446808959406975089,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,8575//768,11881//4096,172843//12288,1//2,1//1,4//1,11881//4096,0//1,1,5,-2055//8192,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
64,1,64,C054,54,1,primitive_eligible,none,dense,low,strong,low,long,high,low,8394793712495232316,8650307701140324545,3126712305590181302,3249327746231443964,3043883329424702722,7697362794115183576,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,17//128,4759//256,3//4,0//1,4//1,17//128,0//1,1,5,-189//1024,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
65,1,65,C085,85,1,primitive_eligible,none,sparse,low,strong,low,long,low,high,8453637228541569437,1279997477542473512,2771803445777025621,789803093376174109,6971739743908529781,9422978196249035781,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,0//1,1575//128,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
66,1,66,C074,74,1,primitive_eligible,none,dense,low,weak,high,short,low,high,8493483561653896023,1325932128033164468,976929180167302766,5536984268257470264,3544778499381614929,12556428527009168310,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
67,1,67,C022,22,1,primitive_eligible,none,dense,low,strong,low,long,low,low,8619729464682414335,4123843512518247297,743194331311936734,98434793611328812,7096984567192507308,15182960638279487557,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
68,1,68,C121,121,1,primitive_eligible,none,sparse,low,weak,high,long,high,high,9022930553402270107,2160414484220754275,1886582185696974240,1112792745765079385,516769310403948841,11257530106582061855,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,0//1,3//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
69,1,69,C061,61,1,primitive_eligible,none,sparse,low,strong,high,long,high,low,9449684894075329192,5880119545936709551,1188193865514564391,6985711459415180099,6539986473668136688,13442729657330294583,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
70,1,70,C029,29,1,primitive_eligible,none,sparse,low,strong,high,long,low,low,9487717477991206341,5357350996900175255,3283597164314013290,4606900387572566204,1814278185808548053,2358875275728836107,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,0//1,2975//256,1//2,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
71,1,71,C100,100,1,primitive_eligible,none,dense,high,weak,low,short,high,high,10161794673279394663,7349468993111010690,7713840456132361144,2862399157925352930,4046620251323664482,12609698326477233706,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,4913//2048,125339//6144,3//4,1//1,14//3,4913//2048,0//1,1,5,-2055//2048,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
72,1,72,C083,83,1,primitive_eligible,none,sparse,high,weak,low,long,low,high,10324606113217913020,428534995202247107,8910839779808489905,8308722262048463155,6377610640383301539,6088813516113271496,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,0//1,1575//128,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
73,1,73,C128,128,1,primitive_eligible,none,dense,high,strong,high,long,high,high,10351474575117163716,3473474570515136596,5524161405455957781,6833606163229727190,7592715979001554349,2955398567070718184,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,0//1,875//48,3//4,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
74,1,74,C116,116,1,primitive_eligible,none,dense,high,weak,low,long,high,high,10594526030321679268,7921106991875967774,5028484681697087721,655191986407204574,4021588502764018461,7174696959154572794,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,7175//384,17//128,3613//192,3//4,1//1,11//3,17//128,0//1,1,5,-243//1024,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
75,1,75,C095,95,1,primitive_eligible,none,sparse,high,strong,high,long,low,high,10794401614384136106,5797159400805448258,2215499114055261856,548787375496164555,5794088846858119988,11854529716391538991,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,1//1,5//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
76,1,76,C018,18,1,primitive_eligible,none,dense,low,weak,low,long,low,low,11082083392840511724,7977018689229461820,2700324606287319662,124653857286326258,8818320010389463490,12206818302225817534,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,0//1,4725//256,3//4,0//1,3//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
77,1,77,C069,69,1,primitive_eligible,none,sparse,low,strong,low,short,low,high,11167108109092113003,2251743250848351581,3520285889158367163,5920788990896459754,746097368166245065,13262700632070151851,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,8575//768,2735//4096,145405//12288,1//2,0//1,5//1,2735//4096,0//1,1,5,-3619//32768,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
78,1,78,C089,89,1,primitive_eligible,none,sparse,low,weak,high,long,low,high,11603721856875497882,3752164311347850941,1461769876476829452,3449736101623334409,5338100555486480360,4741316951498336454,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,0//1,4375//384,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
79,1,79,C125,125,1,primitive_eligible,none,sparse,low,strong,high,long,high,high,11661914151749259067,2155755288145440098,1090144096913329127,1853121316220391608,4030090380586180850,18394005821838257058,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,0//1,2975//256,1//2,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
80,1,80,C047,47,1,primitive_eligible,none,sparse,high,strong,high,short,high,low,11663019935532547800,3926040487907071919,5327841854353690354,9499647874443806,5931793645253150396,7761791729497222807,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,10247//16384,200647//16384,1//2,1//1,4//1,10247//16384,0//1,1,5,-3655//16384,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
81,1,81,C049,49,1,primitive_eligible,none,sparse,low,weak,low,long,high,low,11755389654733709866,2855382009656685082,4776502333494846378,3453496365253838985,6836469800317091705,12498454177791995042,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,1447//24576,298247//24576,1//2,0//1,14//3,1447//24576,0//1,1,5,-3113//24576,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
82,1,82,C051,51,1,primitive_eligible,none,sparse,high,weak,low,long,high,low,11800868328637724766,4715844221261004361,8621354225944170958,9183972179192781281,6456334291917049862,13768157582572380982,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,17//128,9377//768,1//2,1//1,13//3,17//128,0//1,1,5,-135//1024,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
83,1,83,C036,36,1,primitive_eligible,none,dense,high,weak,low,short,high,low,11805910269561353120,9082989424267760371,5879905948572305533,40670030581941842,1881700535895022527,9019361523868594166,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,4913//2048,125339//6144,3//4,1//1,11//3,4913//2048,0//1,1,5,-6165//8192,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
84,1,84,C053,53,1,primitive_eligible,none,sparse,low,strong,low,long,high,low,11903596183273515268,927586599074388468,3155962738448872672,2048059103773082171,4518594221023435595,8145442898501478886,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,17//128,199//16,1//2,0//1,14//3,17//128,0//1,1,5,-135//1024,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
85,1,85,C063,63,1,primitive_eligible,none,sparse,high,strong,high,long,high,low,12023530070151571029,3089599211042740149,389032663235805160,2219053964564678264,1220719202860072722,785815077100033682,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
