trial_id,batch_id,principal_cell_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,arithmetic,parent_experiment,extension_version,pooled_with_parent_results,enumerated_sublibraries,source_library_ids,source_strategy_weights,source_cardinality,source_burden,source_operational_value,source_generative_value,source_total_productive_value,minimum_safe_weight,minimum_safe_weight_optimizer_count,minimum_safe_cardinality,minimum_safe_cardinality_optimizer_count,rechecked_pruning_burden,rechecked_pruning_cardinality,greedy_optimality_gap,greedy_gap_positive,safe_weight_compression_ratio,safe_cardinality_compression_ratio,frontier_only_minimum_weight,frontier_only_optimizer_count,frontier_only_value_loss,frontier_only_normalized_value_loss,frontier_only_any_positive_value_loss,registered_capacity_nonconcavity,attainable_capacity_nonconcavity,lambda_breakpoint_count,positive_lambda_breakpoint_count,all_safe_optima_preserve_frontier_closure,all_safe_productive_values_preserved,all_channel_decompositions_close,all_capacity_optima_feasible,capacity_value_monotone,safe_pruning_weakly_lowers_burden,penalty_burden_monotone,global_enumeration_gate
53,1,C096,dense,high,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,7175//384,0//1,7175//384,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
54,1,C044,dense,high,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,7175//384,10247//16384,949141//49152,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,10247//16384,30741//949141,true,false,true,6,5,true,true,true,true,true,true,true,true
55,1,C110,dense,low,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,77//128,4879//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,77//128,22//697,true,true,true,5,4,true,true,true,true,true,true,true,true
56,1,C103,sparse,high,strong,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9275//768,1429//1024,41387//3072,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,1429//1024,4287//41387,true,false,true,4,3,true,true,true,true,true,true,true,true
57,1,C034,dense,low,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,4913//2048,126739//6144,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,4913//2048,14739//126739,true,false,true,6,5,true,true,true,true,true,true,true,true
58,1,C039,sparse,high,strong,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,1575//128,4913//2048,30113//2048,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,4913//2048,4913//30113,true,false,true,4,3,true,true,true,true,true,true,true,true
59,1,C011,sparse,high,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,0//1,1575//128,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
60,1,C087,sparse,high,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9275//768,0//1,9275//768,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
61,1,C058,dense,low,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,0//1,13825//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
62,1,C112,dense,high,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,875//48,135707//196608,3719707//196608,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,135707//196608,135707//3719707,true,false,true,5,4,true,true,true,true,true,true,true,true
63,1,C035,sparse,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,8575//768,11881//4096,172843//12288,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,11881//4096,35643//172843,true,false,true,4,3,true,true,true,true,true,true,true,true
64,1,C054,dense,low,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,17//128,4759//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,17//128,34//4759,true,true,true,5,4,true,true,true,true,true,true,true,true
65,1,C085,sparse,low,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,1575//128,0//1,1575//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
66,1,C074,dense,low,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,0//1,875//48,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
67,1,C022,dense,low,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,0//1,2275//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
68,1,C121,sparse,low,weak,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,0//1,2975//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
69,1,C061,sparse,low,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//192,0//1,2275//192,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
70,1,C029,sparse,low,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2975//256,0//1,2975//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
71,1,C100,dense,high,weak,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,4913//2048,125339//6144,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,4913//2048,14739//125339,true,false,true,6,5,true,true,true,true,true,true,true,true
72,1,C083,sparse,high,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,0//1,1575//128,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
73,1,C128,dense,high,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,875//48,0//1,875//48,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
74,1,C116,dense,high,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,7175//384,17//128,3613//192,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,17//128,51//7226,true,false,true,5,4,true,true,true,true,true,true,true,true
75,1,C095,sparse,high,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,0//1,2275//192,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
76,1,C018,dense,low,weak,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,0//1,4725//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
77,1,C069,sparse,low,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,8575//768,2735//4096,145405//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,2735//4096,1641//29081,true,false,true,5,4,true,true,true,true,true,true,true,true
78,1,C089,sparse,low,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4375//384,0//1,4375//384,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
79,1,C125,sparse,low,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2975//256,0//1,2975//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,3,2,true,true,true,true,true,true,true,true
80,1,C047,sparse,high,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2975//256,10247//16384,200647//16384,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,10247//16384,10247//200647,true,false,true,4,3,true,true,true,true,true,true,true,true
81,1,C049,sparse,low,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,9275//768,1447//24576,298247//24576,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,1447//24576,1447//298247,true,false,true,4,3,true,true,true,true,true,true,true,true
82,1,C051,sparse,high,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,9275//768,17//128,9377//768,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,17//128,102//9377,true,false,true,4,3,true,true,true,true,true,true,true,true
83,1,C036,dense,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,4913//2048,125339//6144,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,4913//2048,14739//125339,true,false,true,6,5,true,true,true,true,true,true,true,true
84,1,C053,sparse,low,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,1575//128,17//128,199//16,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,17//128,17//1592,true,false,true,4,3,true,true,true,true,true,true,true,true
85,1,C063,sparse,high,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9275//768,0//1,9275//768,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
86,1,C068,dense,high,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,875//48,14343//16384,939029//49152,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,14343//16384,6147//134147,true,false,true,6,5,true,true,true,true,true,true,true,true
87,1,C031,sparse,high,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4375//384,0//1,4375//384,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
88,1,C080,dense,high,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//128,0//1,2275//128,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
89,1,C077,sparse,low,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//192,0//1,2275//192,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
90,1,C076,dense,high,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,4725//256,0//1,4725//256,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
91,1,C032,dense,high,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,0//1,13825//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
92,1,C075,sparse,high,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//192,0//1,2275//192,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
93,1,C006,dense,low,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,875//48,2735//4096,232205//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,2735//4096,1641//46441,true,true,true,5,4,true,true,true,true,true,true,true,true
94,1,C024,dense,high,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,0//1,13825//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
95,1,C033,sparse,low,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,1575//128,4913//2048,30113//2048,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,4913//2048,4913//30113,true,false,true,4,3,true,true,true,true,true,true,true,true
