fixture_id,mechanism,discount,frontier_low,frontier_high,closure_richness,project_cost,admission_low,admission_high,descendant_payoff_low,descendant_payoff_high,incumbent_operating_reward_low,incumbent_operating_reward_high,project_duration,generator_quality_frontier_dependence,gap_low,gap_high,value_low_poor,value_low_rich,value_high_poor,value_high_rich,closure_increment_low,closure_increment_high,cross_difference_J,interaction_sign,selected_low_poor,selected_low_rich,selected_high_poor,selected_high_rich,realizable_low_poor,realizable_low_rich,realizable_high_poor,realizable_high_rich,all_corners_realizable,sign_aggregation_eligible,frontier_independent_generator,menus_frontier_independent,menu_inclusion,gap_antitone,rich_nonnegative_exposure,poor_zero_exposure,primitive_sufficient_conditions_hold
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,1//1,1//1,1//1,10//1,10//1,0//1,2//1,1,0//1,10//1,8//1,0//1,4//1,2//1,5//1,4//1,3//1,-1//1,substitutes,Continue,Added-1,Continue,Added-1,true,true,true,true,true,true,true,true,true,true,true,true,true
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,1//1,1//1,1//1,10//1,12//1,0//1,2//1,1,1//1,10//1,10//1,0//1,4//1,2//1,6//1,4//1,4//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,true,true,true,true,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,1//1,1//1,1//1,10//1,14//1,0//1,2//1,1,2//1,10//1,12//1,0//1,4//1,2//1,7//1,4//1,5//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,true,true,true,true,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,1//1,1//1,1//1,10//1,10//1,0//1,2//1,2,0//1,10//1,8//1,0//1,3//2,2//1,3//1,3//2,1//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,true,true,true,true,true,true,true,true,true,true,true
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,1//1,1//1,1//1,10//1,12//1,0//1,2//1,2,1//1,10//1,10//1,0//1,3//2,2//1,7//2,3//2,3//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,true,true,true,true,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,1//1,1//1,1//1,10//1,14//1,0//1,2//1,2,2//1,10//1,12//1,0//1,3//2,2//1,4//1,3//2,2//1,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,true,true,true,true,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,4//1,4//1,0//1,4//1,1,0//1,4//1,2//1,0//1,1//1,4//1,9//2,1//1,1//2,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,4//1,6//1,0//1,4//1,1,1//1,4//1,4//1,0//1,1//1,4//1,5//1,1//1,1//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,4//1,8//1,0//1,4//1,1,2//1,4//1,6//1,0//1,1//1,4//1,11//2,1//1,3//2,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,4//1,4//1,0//1,4//1,2,0//1,4//1,2//1,0//1,1//2,4//1,17//4,1//2,1//4,-1//4,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,4//1,6//1,0//1,4//1,2,1//1,4//1,4//1,0//1,1//2,4//1,9//2,1//2,1//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,4//1,8//1,0//1,4//1,2,2//1,4//1,6//1,0//1,1//2,4//1,19//4,1//2,3//4,1//4,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,10//1,10//1,0//1,4//1,1,0//1,10//1,8//1,0//1,5//2,4//1,6//1,5//2,2//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,10//1,12//1,0//1,4//1,1,1//1,10//1,10//1,0//1,5//2,4//1,13//2,5//2,5//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,10//1,14//1,0//1,4//1,1,2//1,10//1,12//1,0//1,5//2,4//1,7//1,5//2,3//1,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,10//1,10//1,0//1,4//1,2,0//1,10//1,8//1,0//1,5//4,4//1,5//1,5//4,1//1,-1//4,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,10//1,12//1,0//1,4//1,2,1//1,10//1,10//1,0//1,5//4,4//1,21//4,5//4,5//4,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//2,1//2,10//1,14//1,0//1,4//1,2,2//1,10//1,12//1,0//1,5//4,4//1,11//2,5//4,3//2,1//4,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,4//1,4//1,0//1,4//1,1,0//1,4//1,2//1,0//1,2//1,4//1,5//1,2//1,1//1,-1//1,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,4//1,6//1,0//1,4//1,1,1//1,4//1,4//1,0//1,2//1,4//1,6//1,2//1,2//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,4//1,8//1,0//1,4//1,1,2//1,4//1,6//1,0//1,2//1,4//1,7//1,2//1,3//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,4//1,4//1,0//1,4//1,2,0//1,4//1,2//1,0//1,1//1,4//1,9//2,1//1,1//2,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,4//1,6//1,0//1,4//1,2,1//1,4//1,4//1,0//1,1//1,4//1,5//1,1//1,1//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,4//1,8//1,0//1,4//1,2,2//1,4//1,6//1,0//1,1//1,4//1,11//2,1//1,3//2,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,10//1,10//1,0//1,4//1,1,0//1,10//1,8//1,0//1,5//1,4//1,8//1,5//1,4//1,-1//1,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,10//1,12//1,0//1,4//1,1,1//1,10//1,10//1,0//1,5//1,4//1,9//1,5//1,5//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,10//1,14//1,0//1,4//1,1,2//1,10//1,12//1,0//1,5//1,4//1,10//1,5//1,6//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,10//1,10//1,0//1,4//1,2,0//1,10//1,8//1,0//1,5//2,4//1,6//1,5//2,2//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,10//1,12//1,0//1,4//1,2,1//1,10//1,10//1,0//1,5//2,4//1,13//2,5//2,5//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,0//1,1//1,1//1,10//1,14//1,0//1,4//1,2,2//1,10//1,12//1,0//1,5//2,4//1,7//1,5//2,3//1,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,4//1,4//1,0//1,4//1,1,0//1,4//1,2//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,4//1,6//1,0//1,4//1,1,1//1,4//1,4//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,4//1,8//1,0//1,4//1,1,2//1,4//1,6//1,0//1,0//1,4//1,9//2,0//1,1//2,1//2,complements,Continue,Continue,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,4//1,4//1,0//1,4//1,2,0//1,4//1,2//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,4//1,6//1,0//1,4//1,2,1//1,4//1,4//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,4//1,8//1,0//1,4//1,2,2//1,4//1,6//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,10//1,10//1,0//1,4//1,1,0//1,10//1,8//1,0//1,3//2,4//1,5//1,3//2,1//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,10//1,12//1,0//1,4//1,1,1//1,10//1,10//1,0//1,3//2,4//1,11//2,3//2,3//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,10//1,14//1,0//1,4//1,1,2//1,10//1,12//1,0//1,3//2,4//1,6//1,3//2,2//1,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,10//1,10//1,0//1,4//1,2,0//1,10//1,8//1,0//1,1//4,4//1,4//1,1//4,0//1,-1//4,substitutes,Continue,Added-1,Continue,Continue,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,10//1,12//1,0//1,4//1,2,1//1,10//1,10//1,0//1,1//4,4//1,17//4,1//4,1//4,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//2,1//2,10//1,14//1,0//1,4//1,2,2//1,10//1,12//1,0//1,1//4,4//1,9//2,1//4,1//2,1//4,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,4//1,4//1,0//1,4//1,1,0//1,4//1,2//1,0//1,1//1,4//1,4//1,1//1,0//1,-1//1,substitutes,Continue,Added-1,Continue,Continue,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,4//1,6//1,0//1,4//1,1,1//1,4//1,4//1,0//1,1//1,4//1,5//1,1//1,1//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,4//1,8//1,0//1,4//1,1,2//1,4//1,6//1,0//1,1//1,4//1,6//1,1//1,2//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,4//1,4//1,0//1,4//1,2,0//1,4//1,2//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,4//1,6//1,0//1,4//1,2,1//1,4//1,4//1,0//1,0//1,4//1,4//1,0//1,0//1,0//1,separable,Continue,Continue,Continue,Continue,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,4//1,8//1,0//1,4//1,2,2//1,4//1,6//1,0//1,0//1,4//1,9//2,0//1,1//2,1//2,complements,Continue,Continue,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,10//1,10//1,0//1,4//1,1,0//1,10//1,8//1,0//1,4//1,4//1,7//1,4//1,3//1,-1//1,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,10//1,12//1,0//1,4//1,1,1//1,10//1,10//1,0//1,4//1,4//1,8//1,4//1,4//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,10//1,14//1,0//1,4//1,1,2//1,10//1,12//1,0//1,4//1,4//1,9//1,4//1,5//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,10//1,10//1,0//1,4//1,2,0//1,10//1,8//1,0//1,3//2,4//1,5//1,3//2,1//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,10//1,12//1,0//1,4//1,2,1//1,10//1,10//1,0//1,3//2,4//1,11//2,3//2,3//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,1,1//1,1//1,1//1,10//1,14//1,0//1,4//1,2,2//1,10//1,12//1,0//1,3//2,4//1,6//1,3//2,2//1,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,4//1,4//1,0//1,4//1,1,0//1,4//1,2//1,0//1,1//1,4//1,9//2,1//1,1//2,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,4//1,6//1,0//1,4//1,1,1//1,4//1,4//1,0//1,1//1,4//1,5//1,1//1,1//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,4//1,8//1,0//1,4//1,1,2//1,4//1,6//1,0//1,1//1,4//1,11//2,1//1,3//2,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,4//1,4//1,0//1,4//1,2,0//1,4//1,2//1,0//1,1//2,4//1,17//4,1//2,1//4,-1//4,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,4//1,6//1,0//1,4//1,2,1//1,4//1,4//1,0//1,1//2,4//1,9//2,1//2,1//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,4//1,8//1,0//1,4//1,2,2//1,4//1,6//1,0//1,1//2,4//1,19//4,1//2,3//4,1//4,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,10//1,10//1,0//1,4//1,1,0//1,10//1,8//1,0//1,5//2,4//1,6//1,5//2,2//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,10//1,12//1,0//1,4//1,1,1//1,10//1,10//1,0//1,5//2,4//1,13//2,5//2,5//2,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,10//1,14//1,0//1,4//1,1,2//1,10//1,12//1,0//1,5//2,4//1,7//1,5//2,3//1,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,10//1,10//1,0//1,4//1,2,0//1,10//1,8//1,0//1,5//4,4//1,5//1,5//4,1//1,-1//4,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,10//1,12//1,0//1,4//1,2,1//1,10//1,10//1,0//1,5//4,4//1,21//4,5//4,5//4,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//2,1//2,10//1,14//1,0//1,4//1,2,2//1,10//1,12//1,0//1,5//4,4//1,11//2,5//4,3//2,1//4,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,4//1,4//1,0//1,4//1,1,0//1,4//1,2//1,0//1,2//1,4//1,5//1,2//1,1//1,-1//1,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,4//1,6//1,0//1,4//1,1,1//1,4//1,4//1,0//1,2//1,4//1,6//1,2//1,2//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,4//1,8//1,0//1,4//1,1,2//1,4//1,6//1,0//1,2//1,4//1,7//1,2//1,3//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,4//1,4//1,0//1,4//1,2,0//1,4//1,2//1,0//1,1//1,4//1,9//2,1//1,1//2,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,4//1,6//1,0//1,4//1,2,1//1,4//1,4//1,0//1,1//1,4//1,5//1,1//1,1//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,4//1,8//1,0//1,4//1,2,2//1,4//1,6//1,0//1,1//1,4//1,11//2,1//1,3//2,1//2,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,10//1,10//1,0//1,4//1,1,0//1,10//1,8//1,0//1,5//1,4//1,8//1,5//1,4//1,-1//1,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,10//1,12//1,0//1,4//1,1,1//1,10//1,10//1,0//1,5//1,4//1,9//1,5//1,5//1,0//1,separable,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,true,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,10//1,14//1,0//1,4//1,1,2//1,10//1,12//1,0//1,5//1,4//1,10//1,5//1,6//1,1//1,complements,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,false,true,true,false,true,true,false
,expanded fixed-continuation response surface,1//2,0//1,2//1,2,0//1,1//1,1//1,10//1,10//1,0//1,4//1,2,0//1,10//1,8//1,0//1,5//2,4//1,6//1,5//2,2//1,-1//2,substitutes,Continue,Added-1,Continue,Added-1,true,true,false,false,false,false,true,true,true,true,true,true,false
