trial_id,method,objective_name,optimal_objective,selected_masks,selected_library_ids,selected_burdens,selected_cardinalities,operational_values,generative_values,total_values,optimizer_count,frontier_preserved,closure_preserved,exact_safe,exact_productive_value_preserved,selected_library_certificate,enumeration_certificate
29,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,1575//128,0//1,1575//128,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
29,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,1575//128,0//1,1575//128,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
29,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,1575//128,0//1,1575//128,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
30,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,11881//4096,181243//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
30,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,11881//4096,181243//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
30,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2275//192,0//1,2275//192,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
30,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,11881//4096,181243//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
31,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,11881//4096,87481//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
31,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,11881//4096,87481//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
31,frontier_only_minimum_weight,burden,5//1,21,base_1;base_3;frontier_addition;inactive,5//1,4,4725//256,0//1,4725//256,1,true,false,false,false,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
31,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,11881//4096,87481//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
32,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9625//768,0//1,9625//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
32,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9625//768,0//1,9625//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
32,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9625//768,0//1,9625//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
32,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9625//768,0//1,9625//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
33,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,13825//768,0//1,13825//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
33,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,13825//768,0//1,13825//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
33,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,13825//768,0//1,13825//768,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
33,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,13825//768,0//1,13825//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
34,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,203//128,10493//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
34,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,203//128,10493//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
34,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,9275//768,0//1,9275//768,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
34,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,203//128,10493//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
35,minimum_weight_safe,burden,11//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
35,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
35,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
35,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
36,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
36,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
36,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9275//768,0//1,9275//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
36,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
37,minimum_weight_safe,burden,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
37,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
37,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,13825//768,0//1,13825//768,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
37,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
38,minimum_weight_safe,burden,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
38,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
38,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,13825//768,0//1,13825//768,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
38,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
39,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,0//1,875//48,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
39,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,0//1,875//48,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
39,frontier_only_minimum_weight,burden,5//1,21,base_1;base_3;frontier_addition;inactive,5//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
39,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,0//1,875//48,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
40,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,1575//128,11881//4096,62281//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
40,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,1575//128,11881//4096,62281//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
40,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,1575//128,0//1,1575//128,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
40,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,1575//128,11881//4096,62281//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
41,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,0//1,13825//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
41,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,0//1,13825//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
41,frontier_only_minimum_weight,burden,5//1,21,base_1;base_3;frontier_addition;inactive,5//1,4,13825//768,0//1,13825//768,1,true,false,false,true,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
41,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,0//1,13825//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
42,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,13997//49152,198799//16384,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
42,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,13997//49152,198799//16384,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
42,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2275//192,0//1,2275//192,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
42,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,13997//49152,198799//16384,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
43,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,2735//4096,156605//12288,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
43,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,2735//4096,156605//12288,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
43,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,9275//768,0//1,9275//768,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
43,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,2735//4096,156605//12288,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
44,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,10215//16384,624245//49152,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
44,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,10215//16384,624245//49152,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
44,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9275//768,0//1,9275//768,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
44,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,10215//16384,624245//49152,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
45,minimum_weight_safe,burden,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,11881//4096,265243//12288,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
45,minimum_cardinality_safe,cardinality,5,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,11881//4096,265243//12288,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
45,frontier_only_minimum_weight,burden,9//1,21,base_1;base_3;frontier_addition;inactive,9//1,4,7175//384,0//1,7175//384,1,true,false,false,false,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
45,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,11881//4096,265243//12288,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
