trial_id,breakpoint_index,lambda,strictly_positive,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,optimizer_count,pairwise_candidates_checked,enumeration_certificate
37,1,0//1,false,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,158,complete-enumeration:32
37,2,175//192,true,7525//768,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,158,complete-enumeration:32
37,3,1925//1536,true,12425//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,158,complete-enumeration:32
37,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,158,complete-enumeration:32
38,1,0//1,false,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,162,complete-enumeration:32
38,2,875//1024,true,31675//3072,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,162,complete-enumeration:32
38,3,175//128,true,2975//384,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,162,complete-enumeration:32
38,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,162,complete-enumeration:32
39,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,192,complete-enumeration:32
39,2,875//512,true,14875//1536,17;21,base_1;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,192,complete-enumeration:32
39,3,2275//768,true,2275//384,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,192,complete-enumeration:32
39,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,192,complete-enumeration:32
40,1,0//1,false,62281//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,161,complete-enumeration:32
40,2,5035//16384,true,109457//8192,9;25,base_1;closure_carrier;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;6//1,2,161,complete-enumeration:32
40,3,5035//8192,true,193739//16384,9;24,base_1;closure_carrier;inactive|closure_carrier;frontier_addition;inactive,4//1;5//1,2,161,complete-enumeration:32
40,4,43619//32768,true,146781//16384,1;24,base_1;inactive|closure_carrier;frontier_addition;inactive,2//1;4//1,2,161,complete-enumeration:32
40,5,175//128,true,2275//256,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,161,complete-enumeration:32
40,6,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,161,complete-enumeration:32
41,1,0//1,false,13825//768,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,95,complete-enumeration:32
41,2,875//512,true,14525//1536,17;20;21,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,3,95,complete-enumeration:32
41,3,175//64,true,1225//192,16;17;20,frontier_addition;inactive|base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,95,complete-enumeration:32
41,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,95,complete-enumeration:32
42,1,0//1,false,198799//16384,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,151,complete-enumeration:32
42,2,13997//147456,true,1677215//147456,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,151,complete-enumeration:32
42,3,1225//3072,true,30275//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,151,complete-enumeration:32
42,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,151,complete-enumeration:32
43,1,0//1,false,156605//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,151,complete-enumeration:32
43,2,2735//8192,true,255775//24576,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;7//1,2,151,complete-enumeration:32
43,3,139697//393216,true,1350105//131072,17;24,base_1;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;5//1,2,151,complete-enumeration:32
43,4,72901//131072,true,1271099//131072,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,151,complete-enumeration:32
43,5,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,151,complete-enumeration:32
44,1,0//1,false,624245//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,155,complete-enumeration:32
44,2,3405//16384,true,562955//49152,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,155,complete-enumeration:32
44,3,525//512,true,13825//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,155,complete-enumeration:32
44,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,155,complete-enumeration:32
45,1,0//1,false,265243//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,268,complete-enumeration:32
45,2,85595//196608,true,804187//49152,25;29,base_1;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1,2,268,complete-enumeration:32
45,3,5035//8192,true,733697//49152,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;8//1,2,268,complete-enumeration:32
45,4,417737//147456,true,892663//147456,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,268,complete-enumeration:32
45,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,268,complete-enumeration:32
46,1,0//1,false,153805//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,140,complete-enumeration:32
46,2,2735//12288,true,43975//4096,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,140,complete-enumeration:32
46,3,1225//3072,true,30275//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,140,complete-enumeration:32
46,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,140,complete-enumeration:32
47,1,0//1,false,437491//24576,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,312,complete-enumeration:32
47,2,2097//16384,true,830945//49152,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1,2,312,complete-enumeration:32
47,3,1225//768,true,1225//128,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,312,complete-enumeration:32
47,4,175//64,true,1575//256,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,312,complete-enumeration:32
47,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,312,complete-enumeration:32
48,1,0//1,false,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,64,complete-enumeration:32
48,2,175//384,true,1925//192,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,64,complete-enumeration:32
48,3,175//128,true,525//64,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,64,complete-enumeration:32
48,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,64,complete-enumeration:32
49,1,0//1,false,13825//768,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,107,complete-enumeration:32
49,2,875//512,true,14525//1536,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,107,complete-enumeration:32
49,3,2275//768,true,4375//768,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,107,complete-enumeration:32
49,4,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,107,complete-enumeration:32
50,1,0//1,false,905429//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,289,complete-enumeration:32
50,2,4781//16384,true,790685//49152,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1,2,289,complete-enumeration:32
50,3,875//512,true,13825//1536,17;21,base_1;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,289,complete-enumeration:32
50,4,175//64,true,2275//384,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,289,complete-enumeration:32
50,5,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,289,complete-enumeration:32
51,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,100,complete-enumeration:32
51,2,525//1024,true,28525//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,100,complete-enumeration:32
51,3,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,100,complete-enumeration:32
52,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,105,complete-enumeration:32
52,2,875//1536,true,13825//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,105,complete-enumeration:32
52,3,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,105,complete-enumeration:32
53,1,0//1,false,7175//384,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,140,complete-enumeration:32
53,2,175//192,true,4025//384,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,140,complete-enumeration:32
53,3,1575//1024,true,7525//1024,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,140,complete-enumeration:32
53,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,140,complete-enumeration:32
54,1,0//1,false,949141//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,312,complete-enumeration:32
54,2,10247//32768,true,1560131//98304,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1,2,312,complete-enumeration:32
54,3,52351//98304,true,1365641//98304,21;28,base_1;base_3;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,312,complete-enumeration:32
54,4,31579//49152,true,161249//12288,24;28,closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,3//1;7//1,2,312,complete-enumeration:32
54,5,93511//32768,true,637867//98304,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,312,complete-enumeration:32
54,6,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,312,complete-enumeration:32
55,1,0//1,false,4879//256,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,228,complete-enumeration:32
55,2,77//384,true,13405//768,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,5//1;8//1,2,228,complete-enumeration:32
55,3,875//512,true,5075//512,17;18;19,base_1;frontier_addition;inactive|base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,3,228,complete-enumeration:32
55,4,175//64,true,875//128,16;17;18,frontier_addition;inactive|base_1;frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,3,228,complete-enumeration:32
55,5,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,228,complete-enumeration:32
56,1,0//1,false,41387//3072,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,150,complete-enumeration:32
56,2,5035//24576,true,71//6,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;8//1,2,150,complete-enumeration:32
56,3,4913//6144,true,58087//6144,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,150,complete-enumeration:32
56,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,150,complete-enumeration:32
57,1,0//1,false,126739//6144,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,269,complete-enumeration:32
57,2,25175//32768,true,1499149//98304,25;26;27,base_1;closure_carrier;frontier_addition;inactive|base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,5//1;7//1,3,269,complete-enumeration:32
57,3,5035//4096,true,636287//49152,24;25;26,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_2;closure_carrier;frontier_addition;inactive,3//1;5//1,3,269,complete-enumeration:32
57,4,146015//49152,true,189751//24576,8;24,closure_carrier;inactive|closure_carrier;frontier_addition;inactive,2//1;3//1,2,269,complete-enumeration:32
57,5,53083//12288,true,61717//12288,8;16,closure_carrier;inactive|frontier_addition;inactive,1//1;2//1,2,269,complete-enumeration:32
57,6,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,269,complete-enumeration:32
58,1,0//1,false,30113//2048,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,152,complete-enumeration:32
58,2,15105//65536,true,105347//8192,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;8//1,2,152,complete-enumeration:32
58,3,57799//49152,true,446201//49152,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,152,complete-enumeration:32
